Farm_ID,Soil_pH,Soil_Moisture,Temperature_C,Rainfall_mm,Crop_Type,Fertilizer_Usage_kg,Pesticide_Usage_kg,Crop_Yield_ton,Sustainability_Score
324,6.43,17.78,24.71,296.58,Soybean,113.17,15.85,5.244105648329536,73.53
325,7.22,14.28,19.2,297.19,Corn,155.23,11.77,4.030349448382027,19.58
326,7.25,23.14,34.35,80.02,Wheat,154.12,7.22,7.805404328299849,34.36
327,6.4,35.5,17.03,124.08,Soybean,82.64,8.46,6.17488209462785,5.59
328,7.45,13.06,32.97,73.57,Wheat,148.49,5.15,5.160619866469854,62.78
329,5.72,39.62,23.6,159.83,Wheat,199.62,8.64,2.649170551044067,30.98
330,7.25,41.55,16.13,136.7,Rice,105.6,5.39,9.317151931098293,0.86
331,5.93,26.37,33.23,209.8,Wheat,86.31,19.36,5.595453787592548,68.44
332,6.76,13.63,31.04,69.57,Corn,133.23,17.54,7.008807024020488,47.16
333,5.64,26.46,33.28,127.15,Rice,159.43,6.82,2.7200110582661208,61.86
334,6.64,45.9,23.76,281.95,Corn,190.99,2.12,8.369312518184424,40.39
335,5.51,38.04,31.67,168.02,Wheat,126.98,5.19,3.9864314333977897,42.58
336,7.21,22.31,25.57,145.68,Corn,191.09,14.18,3.4669769048208905,99.27
337,6.08,33.79,31.08,288.45,Wheat,166.68,15.84,4.827588932792503,49.76
338,6.46,37.42,21.76,229.22,Corn,106.87,7.28,9.167554194796152,55.62
339,6.18,14.58,20.0,140.48,Wheat,171.74,11.46,2.8400623858594134,73.69
340,6.94,36.18,24.68,214.02,Corn,66.23,8.96,4.062264285466206,9.73
341,5.94,15.93,20.35,175.91,Corn,121.69,5.41,8.803994729726817,65.57
342,5.62,39.19,15.85,295.26,Rice,179.81,6.89,3.183292983604884,19.03
343,6.76,43.9,25.58,235.25,Rice,116.14,19.29,6.237731597540125,85.41
344,7.11,31.33,25.25,54.02,Rice,190.0,18.72,8.34375779346101,62.97
345,6.94,41.79,21.15,107.52,Wheat,97.05,5.8,7.836351829858271,57.9
346,5.52,46.78,21.01,290.92,Rice,80.81,19.24,3.188434617916124,24.75
347,7.16,40.34,31.43,100.54,Corn,90.56,17.51,6.8401204791224695,41.48
348,6.14,19.93,18.14,204.83,Rice,185.82,3.71,3.788691294329877,41.24
349,6.51,34.8,25.94,262.25,Corn,122.35,11.29,2.238312851542709,65.74
350,5.9,22.84,22.26,251.1,Rice,73.91,9.96,3.2487954598289672,78.21
351,7.45,43.81,18.11,263.92,Rice,174.3,16.34,8.025918768711875,16.12
352,6.32,25.57,21.71,148.31,Rice,123.28,17.86,3.982286584586394,63.79
353,6.45,47.43,31.56,161.02,Rice,91.1,5.14,2.478399290864415,56.48
354,7.14,32.35,15.46,70.5,Soybean,199.27,1.54,5.9807948544281775,62.43
355,6.88,44.23,24.09,234.31,Wheat,179.48,3.95,9.207824671782667,16.76
356,6.6,15.67,28.93,291.84,Wheat,182.24,3.11,4.990687059399428,7.1
357,7.14,40.77,31.2,217.74,Soybean,146.44,16.71,3.345546004253188,94.07
358,6.13,49.05,24.8,139.52,Soybean,90.77,15.44,7.003586619198633,62.15
359,6.61,18.43,31.04,278.44,Corn,113.76,3.39,4.443291057052847,0.09
360,6.72,49.6,31.11,137.0,Rice,95.05,4.24,2.4689119054630013,90.65
361,7.14,41.4,19.44,207.13,Corn,197.58,19.48,2.2855272761230534,18.64
362,7.27,17.33,33.58,187.58,Soybean,65.46,16.71,9.080568749172482,74.59
363,5.89,30.12,30.76,115.0,Soybean,137.82,3.84,1.5284871249007592,26.81
364,6.48,12.67,24.52,99.1,Soybean,143.6,19.22,1.6461318239088722,50.44
365,5.63,34.28,33.88,223.32,Wheat,129.01,2.23,8.440688085708686,12.03
366,6.96,45.66,30.85,268.41,Wheat,116.55,18.73,7.916069282708282,50.71
367,6.57,19.84,26.52,238.79,Soybean,140.04,2.64,5.2963500966270844,75.88
368,6.85,45.52,24.08,131.18,Soybean,175.59,17.57,3.114387530527313,20.61
369,7.02,26.63,29.19,279.51,Wheat,110.65,18.39,9.315145434447622,93.96
370,5.53,34.97,15.89,115.47,Corn,187.88,17.02,7.409971851457636,20.77
371,6.94,16.58,15.16,125.42,Soybean,170.71,18.49,2.9932099598595814,56.05
372,6.15,16.13,15.42,138.36,Wheat,140.22,3.18,6.498411701713218,25.7
373,6.19,29.25,31.4,73.24,Corn,94.06,12.47,5.911048817367856,92.38
374,7.39,39.14,30.54,197.89,Wheat,147.14,13.27,2.445852775768345,90.73
375,5.59,37.93,32.35,136.42,Wheat,152.3,10.31,8.510213316145268,29.88
376,6.96,21.73,27.09,71.35,Wheat,176.8,12.66,4.710806140358255,95.3
377,5.98,23.11,25.29,73.42,Corn,87.48,17.98,8.426282208499929,29.4
378,6.99,27.75,26.98,289.24,Rice,176.06,4.74,1.4132834623132848,15.86
379,7.24,23.53,16.12,283.49,Soybean,106.63,8.69,2.5767685924397346,81.61
380,7.12,25.95,32.27,226.38,Rice,61.45,5.89,4.253721472212284,97.93
381,6.65,33.28,20.09,192.34,Corn,120.61,8.41,9.184095749554825,4.81
382,6.93,46.5,30.44,122.02,Wheat,61.31,19.94,4.044400044175648,98.17
383,6.59,15.72,27.96,259.34,Rice,90.63,1.6,2.1504483679264497,96.55
384,7.08,49.35,28.01,175.72,Soybean,162.96,14.89,2.4548701302450158,10.41
385,6.43,16.07,16.64,220.33,Rice,167.89,17.59,9.974820671052884,67.14
386,6.45,40.39,24.16,291.15,Wheat,191.19,12.24,7.323124599367465,10.41
387,5.58,47.45,26.56,57.57,Corn,148.6,12.22,7.111514472104946,11.24
388,6.51,28.73,30.54,199.07,Soybean,191.28,1.77,3.920953572629101,86.36
389,6.8,24.59,29.6,71.08,Corn,111.42,10.29,4.541356249493669,62.24
390,5.72,21.63,17.13,87.64,Wheat,146.33,12.6,7.32826950051609,27.62
391,6.47,10.58,17.52,231.89,Wheat,94.06,3.62,4.318282273944523,51.32
392,7.27,26.92,32.63,171.65,Corn,190.68,12.71,8.368217103465952,68.54
393,5.75,26.36,18.13,174.53,Soybean,185.97,8.68,8.106640252477376,17.93
394,6.23,18.98,16.07,271.52,Wheat,54.93,4.65,7.382150331693429,8.73
395,6.3,21.31,22.71,82.62,Soybean,125.53,18.03,8.817501646086225,60.32
396,5.63,35.38,28.74,193.06,Soybean,190.7,14.59,3.9461134054889486,31.94
397,7.24,46.88,33.82,266.64,Corn,109.87,2.74,7.231950997311185,53.65
398,6.55,25.35,25.5,75.66,Corn,96.85,12.0,8.518744901500524,33.42
399,6.37,13.69,30.61,192.85,Soybean,54.31,18.37,9.07415017865489,60.81
400,7.4,11.52,17.75,172.29,Corn,101.32,15.75,3.773052943753965,90.12
401,6.61,42.54,18.56,163.5,Wheat,137.35,1.11,3.8965265955983592,73.64
402,6.68,48.71,18.59,134.86,Rice,101.99,8.97,2.88754634252545,99.28
403,5.8,24.7,24.39,262.26,Soybean,82.23,13.08,4.748725012237875,65.28
404,5.93,35.49,16.2,159.18,Soybean,58.9,8.06,6.092339506872753,24.39
405,6.67,37.32,26.85,101.22,Wheat,131.93,14.2,8.988810200551562,2.91
406,7.33,33.97,17.09,247.77,Soybean,64.64,6.58,2.440281830713165,25.92
407,5.54,44.77,24.01,104.26,Corn,130.59,17.81,8.75751589591046,81.62
408,6.41,46.66,16.37,232.37,Soybean,178.57,17.42,2.0294621590077693,26.02
409,6.39,20.19,24.2,146.23,Corn,133.13,4.73,7.696486962709131,71.06
410,5.74,38.07,26.91,269.43,Rice,75.84,16.7,8.454109796415466,32.05
411,6.07,33.21,22.36,273.33,Rice,124.53,12.93,2.9835381988696392,45.19
412,7.18,37.39,20.82,216.05,Rice,66.15,15.97,6.846589369881045,93.99
413,6.89,15.47,16.01,288.26,Rice,64.79,3.27,6.853650128490376,12.56
414,6.87,14.42,23.24,68.85,Rice,50.58,17.6,4.974350437955759,91.78
415,5.69,12.24,28.25,264.17,Wheat,72.22,19.07,6.341110401651935,57.95
416,6.07,46.14,18.81,130.28,Wheat,188.15,15.84,9.52292870023647,45.66
417,6.99,22.64,27.75,198.08,Corn,114.79,14.83,3.2621905027087763,8.59
418,5.66,24.02,32.29,66.74,Corn,154.11,11.62,5.419237891996652,50.48
419,5.78,31.4,23.03,141.73,Corn,153.25,6.44,7.500607422578609,7.45
420,7.29,30.13,18.63,280.86,Rice,168.91,16.39,7.223176983615048,24.73
421,5.95,32.55,22.55,143.84,Corn,182.39,5.5,4.569984100713025,54.87
422,6.69,22.25,32.3,241.23,Wheat,194.73,17.78,6.155207509168267,97.03
423,5.95,34.0,34.79,118.73,Rice,85.78,3.24,1.0474341452374194,36.41
424,6.24,15.87,19.78,63.72,Corn,165.81,6.02,5.9199541280167445,20.7
425,7.36,21.24,15.94,258.22,Soybean,157.44,2.26,5.696021400874069,70.66
426,7.35,16.63,30.41,195.22,Soybean,91.27,5.38,2.833729411822702,69.68
427,6.28,13.75,16.41,62.21,Soybean,75.63,16.32,3.957746709894657,54.56
428,6.53,37.37,27.02,241.18,Soybean,163.57,12.11,8.63261865364177,42.06
429,7.04,30.12,33.82,124.7,Corn,107.76,13.75,4.708275784249793,88.52
430,6.51,49.25,29.36,132.48,Wheat,167.61,9.72,6.714401841477755,52.51
431,5.97,36.54,34.81,223.78,Rice,185.24,15.46,1.5275801637962176,85.36
432,6.66,39.33,17.05,278.28,Corn,160.18,9.94,3.0992544988146995,32.72
433,6.78,21.21,26.54,291.0,Rice,122.95,5.66,4.161928571606342,50.5
434,5.87,47.69,30.54,162.16,Wheat,60.42,1.43,1.972582351503368,24.67
435,5.99,19.5,34.29,100.38,Rice,151.79,13.69,5.559040881817492,65.05
436,5.89,49.0,29.01,228.71,Wheat,52.63,6.3,7.69940333683239,67.02
437,7.4,15.22,29.21,100.5,Wheat,147.41,4.67,9.051256550296197,31.2
438,6.23,21.86,29.43,209.6,Corn,132.0,19.84,2.433240902866903,41.56
439,6.35,43.24,34.56,204.78,Corn,170.35,2.71,9.559006967979848,52.98
440,7.22,45.12,33.26,258.09,Corn,73.51,12.36,1.8132083127793128,71.75
441,6.17,19.08,29.46,85.65,Rice,57.57,16.21,8.727757673333418,42.94
442,7.12,28.94,32.97,213.62,Corn,120.52,17.22,9.173319588264176,76.5
443,5.99,43.67,27.98,134.39,Rice,170.37,11.12,9.250709541353087,44.3
444,6.6,38.46,22.55,94.55,Wheat,100.6,4.66,6.159536817317881,78.97
445,5.67,40.31,29.3,180.39,Wheat,136.89,6.56,2.348355218411813,97.72
446,5.99,11.5,33.0,285.31,Corn,174.82,2.06,7.9943950249273055,13.38
447,5.78,22.19,22.66,253.54,Soybean,168.86,1.56,1.7402040539495671,71.69
448,5.79,36.12,18.31,237.74,Rice,171.82,11.06,4.2749801651807,27.9
449,7.41,41.82,30.56,172.98,Soybean,173.3,7.49,3.4933290613338235,59.29
450,6.61,26.55,19.63,288.32,Rice,125.06,4.11,4.711190248930235,73.3
451,6.15,45.5,18.8,93.48,Corn,172.33,5.31,9.951994331486649,21.99
452,6.86,49.93,34.88,111.99,Rice,57.96,6.97,9.528957041632133,34.41
453,6.46,29.73,19.83,59.61,Soybean,135.55,15.75,5.324395007542681,56.76
454,6.54,14.47,22.55,273.16,Corn,178.14,18.25,6.903393083838764,81.23
455,6.06,36.64,31.71,119.82,Corn,196.67,15.7,2.102522937443696,63.77
456,6.73,33.53,26.05,153.09,Corn,197.44,8.56,5.052704282669576,73.98
457,6.4,47.73,15.07,152.65,Wheat,138.69,17.77,7.418979862219762,33.58
458,5.7,43.92,24.26,250.94,Rice,198.21,14.73,9.837770051193727,88.28
459,5.78,48.01,32.39,142.67,Soybean,189.23,7.99,9.292505134282823,63.86
460,6.81,28.4,25.32,97.76,Corn,53.4,9.63,8.504599326007066,56.79
461,6.37,21.0,28.45,254.73,Soybean,76.8,1.95,5.274443195052226,53.88
462,5.81,40.2,28.03,285.91,Wheat,59.47,4.34,2.8422621277907814,21.23
463,5.91,38.31,20.2,133.57,Rice,107.02,17.41,2.289289804070343,74.07
464,6.43,43.35,17.88,195.64,Soybean,132.05,4.12,3.6165700284689457,66.92
465,6.55,13.59,20.74,100.89,Rice,172.34,16.65,2.8483526254412013,55.99
466,6.59,14.91,15.05,261.92,Rice,81.38,8.4,3.934741773926653,28.91
467,6.12,10.06,19.58,123.76,Soybean,77.43,18.95,9.940873464277027,51.3
468,7.43,21.99,21.88,250.89,Wheat,136.4,8.11,5.440121720311383,5.32
469,6.81,26.94,30.01,237.88,Corn,71.59,16.31,8.275056860080404,17.62
470,5.78,49.59,17.54,133.73,Soybean,102.15,4.76,2.9548118396592957,44.28
471,6.72,15.06,17.68,210.42,Soybean,138.02,19.56,5.088502411663422,75.51
472,5.82,16.62,16.18,192.26,Corn,55.11,3.4,3.3488386263081,2.4
473,7.28,31.42,33.48,243.64,Soybean,91.52,6.42,6.319179448275643,38.34
474,5.59,13.51,30.0,210.28,Rice,195.78,10.44,1.6094558153721277,78.26
475,6.36,10.65,15.61,268.3,Soybean,191.84,11.46,3.9346974303724407,73.52
476,7.19,47.3,33.52,200.1,Wheat,112.6,15.2,9.88920382225428,96.78
477,7.34,11.73,23.05,278.95,Soybean,104.98,6.49,6.018204380226079,27.46
478,7.02,37.73,20.43,164.02,Rice,151.39,17.22,1.8330923566262327,77.21
479,6.48,44.34,17.11,102.69,Soybean,148.65,6.49,6.983663720452586,38.8
480,6.9,49.06,31.74,53.31,Corn,74.43,1.37,4.818589742367838,57.11
481,6.56,38.12,31.21,180.99,Rice,93.98,9.17,8.552263078367947,57.55
482,6.32,17.78,15.8,244.47,Wheat,174.64,17.21,7.340776409405867,88.42
483,6.94,43.01,34.29,65.65,Corn,50.07,12.75,3.680108750492306,7.86
484,7.19,31.17,28.01,164.7,Rice,111.27,4.0,6.187765671047728,88.96
485,6.55,43.47,30.19,174.95,Soybean,192.47,8.29,4.466325976358915,89.77
486,5.83,12.39,15.77,52.09,Soybean,99.92,15.03,6.344750309976989,63.21
487,6.66,21.09,27.09,206.9,Rice,113.38,9.15,2.415360952586733,10.38
488,6.23,42.19,33.44,208.22,Soybean,141.23,18.21,2.4016114433695552,22.0
489,7.47,34.82,28.29,212.02,Soybean,143.49,2.64,6.775696496199125,10.5
490,7.15,43.93,24.77,270.15,Corn,64.89,12.8,8.713356239306993,75.82
491,5.78,19.3,23.08,108.42,Corn,108.37,1.02,4.421235390566731,73.99
492,6.66,11.63,34.96,193.68,Rice,157.7,4.48,2.647578379101464,92.41
493,6.19,16.07,23.41,144.57,Wheat,90.79,8.51,9.178802309549695,54.91
494,6.45,18.99,32.9,172.5,Rice,159.75,1.36,4.587225950041129,53.67
495,7.48,41.66,15.75,275.89,Wheat,151.27,15.29,1.4518810801155606,5.66
496,5.51,30.4,20.61,150.71,Rice,151.05,13.1,5.071135247040848,76.23
497,5.5,17.81,24.62,71.94,Rice,54.67,9.76,5.714897409278861,32.08
498,7.1,29.2,17.51,178.25,Rice,69.09,8.92,8.712267628123852,76.76
499,6.45,36.24,30.99,95.17,Wheat,101.15,19.9,7.630915021522675,70.31
500,6.83,10.19,18.11,172.49,Corn,169.93,6.96,7.897963140172309,10.12
501,5.81,28.81,29.36,135.03,Soybean,80.41,16.07,1.7237898628868489,60.31
502,7.36,37.58,34.76,96.62,Wheat,108.74,5.52,4.249010066189436,7.65
503,5.93,38.33,26.42,201.91,Soybean,108.12,4.13,9.301838334534969,34.4
504,5.65,46.53,33.69,192.17,Soybean,71.61,7.22,3.090158237690244,60.44
505,7.47,18.69,33.71,171.44,Corn,140.08,12.87,6.221287573676381,76.74
506,7.3,28.85,30.22,79.83,Corn,133.63,5.21,3.186160067507076,92.74
507,6.36,16.12,28.08,220.44,Wheat,93.76,10.57,8.786565277658838,40.77
508,6.25,31.96,33.26,145.08,Corn,51.29,1.03,2.451971320670464,25.85
509,7.35,32.1,26.42,98.91,Corn,150.84,18.4,8.132075860609966,45.37
510,5.84,17.18,28.06,245.58,Rice,159.73,3.24,7.247264534254356,1.09
511,7.12,32.28,33.72,143.36,Corn,79.38,13.44,2.31400359789794,51.93
512,6.54,49.51,19.22,279.27,Corn,147.26,12.17,7.198316178656829,89.16
513,6.05,36.08,19.49,150.55,Wheat,125.65,4.97,3.755758018670008,77.02
514,6.03,33.39,25.33,56.72,Rice,151.02,18.59,6.950881740696465,34.33
515,7.39,24.81,34.0,212.01,Corn,51.81,16.18,7.269218939113651,26.21
516,7.47,16.74,29.1,244.12,Wheat,105.59,14.38,6.319396626841421,56.22
517,7.31,36.96,30.31,282.64,Wheat,59.99,18.72,2.688075422844746,46.76
518,5.92,15.57,25.47,121.75,Corn,115.8,5.26,2.344797016731719,25.14
519,5.79,42.83,24.16,195.33,Soybean,179.16,14.35,1.8231685866559184,23.92
520,7.39,24.58,29.11,167.99,Rice,168.45,6.1,2.5795286314340315,90.83
521,5.76,48.74,21.31,101.24,Rice,172.52,12.6,5.760387279209356,21.51
522,5.98,35.34,26.1,280.36,Soybean,148.91,6.48,6.918060918208544,44.66
523,6.31,23.04,31.12,192.94,Corn,155.36,8.47,5.96654953284615,66.7
524,6.32,42.04,25.05,129.56,Corn,119.88,2.09,3.109977892733103,38.92
525,6.55,29.73,27.78,233.77,Corn,106.06,1.63,9.521259031903814,93.89
526,6.61,43.38,31.91,146.78,Wheat,189.69,9.12,6.595651341614327,2.05
527,7.14,15.29,31.11,123.77,Corn,189.0,9.65,6.123473422753808,76.56
528,6.58,30.36,33.82,136.0,Corn,188.35,7.05,3.161982656961147,6.56
529,7.26,43.16,20.26,74.33,Wheat,95.24,17.72,4.371722016439858,20.71
530,6.66,34.22,24.62,175.8,Wheat,134.84,12.35,6.308091886618698,89.89
531,6.82,19.14,19.48,173.45,Wheat,77.42,1.18,1.654655033035945,2.12
532,6.87,19.26,33.22,69.8,Wheat,196.94,4.28,4.872705411518229,71.52
533,7.19,41.78,29.41,207.3,Soybean,153.67,1.27,4.779358139239771,13.96
534,6.36,49.29,24.52,216.0,Corn,99.45,17.54,2.668705728433145,55.67
535,6.65,15.34,27.54,59.95,Wheat,194.34,15.73,3.7348368597920514,9.7
536,6.35,49.03,17.64,174.43,Soybean,81.97,4.32,1.192238372620941,26.47
537,6.04,37.36,16.69,208.06,Corn,161.42,12.92,4.938336916738335,54.74
538,7.14,45.42,26.93,166.98,Wheat,160.02,13.24,5.862978188447803,11.47
539,6.91,27.62,32.86,79.69,Wheat,53.92,8.55,2.812438780976233,77.22
540,5.78,34.0,19.57,116.04,Corn,152.68,4.0,1.0393733667545062,72.29
541,6.07,29.85,18.32,237.15,Wheat,194.34,12.88,9.624735660183584,92.74
542,7.27,45.07,23.67,245.17,Rice,67.46,3.74,7.529743328189872,81.99
543,6.14,12.43,16.3,82.09,Rice,185.17,13.48,1.785535713821571,14.24
544,5.79,34.08,19.47,89.83,Corn,115.02,9.8,1.5252304667297514,47.74
545,6.5,38.69,32.98,67.63,Corn,90.94,7.23,1.0192084327085085,52.71
546,5.68,32.62,33.88,65.6,Soybean,164.65,7.94,1.6427986996113175,5.8
547,6.19,21.16,19.19,70.63,Rice,92.16,11.68,3.0308255840804312,83.37
548,6.68,46.73,21.93,64.8,Rice,167.64,11.58,7.031304918085968,64.89
549,7.33,11.39,29.81,224.08,Wheat,117.09,13.15,3.79563337504194,97.44
550,5.9,49.16,21.79,59.16,Wheat,65.24,4.72,8.929163177108485,29.19
551,6.82,26.26,23.87,174.13,Wheat,167.48,8.15,5.798382274085968,36.72
552,5.58,25.67,20.74,256.28,Wheat,57.94,9.68,9.354272764197017,39.25
553,6.0,31.94,25.12,209.02,Soybean,133.48,17.97,5.200880350898813,72.15
554,6.58,27.76,32.89,193.61,Soybean,64.51,18.08,9.746111723289845,85.17
555,7.3,40.45,33.76,296.11,Wheat,66.68,15.04,2.202507986676196,80.85
556,6.26,45.54,26.16,179.12,Soybean,67.9,17.54,9.724657943018755,35.7
557,5.94,47.97,21.19,77.72,Corn,60.65,4.6,8.934917189878382,98.92
558,6.35,15.61,16.15,172.82,Corn,67.27,9.62,5.894011724100891,25.78
559,6.44,35.96,25.32,185.37,Corn,123.1,14.89,3.9003423842084137,58.08
560,6.32,19.01,31.19,257.87,Wheat,133.92,3.31,1.2173563203752331,59.5
561,6.85,48.18,22.41,60.09,Corn,64.4,7.52,7.022572282146456,85.79
562,6.59,48.26,21.55,52.65,Rice,177.03,18.0,9.976655316032218,49.91
563,5.61,38.0,31.88,106.79,Corn,166.79,12.31,9.30146553027156,52.2
564,5.79,20.84,29.71,114.93,Soybean,165.73,3.55,6.184002276837116,50.56
565,6.32,13.49,28.63,259.25,Corn,166.95,14.19,6.257704226685196,92.75
566,6.15,44.52,33.73,133.99,Corn,149.24,18.29,8.436388615174401,89.37
567,6.36,15.28,27.73,123.84,Rice,94.22,18.71,7.633677699603194,42.29
568,6.74,49.53,26.29,53.97,Corn,145.58,11.13,6.644252007828849,98.42
569,5.95,29.7,19.95,199.68,Wheat,50.91,8.31,2.4220655915177915,98.87
570,6.71,38.95,15.27,275.64,Corn,113.34,2.72,6.745252141076684,63.62
571,6.52,24.39,21.66,186.89,Rice,122.45,7.05,2.4752482186440954,4.7
572,5.65,30.88,22.2,245.91,Rice,62.49,11.13,8.539243080199181,66.57
573,6.14,46.44,22.17,175.11,Corn,123.56,9.45,4.5019822711170026,0.73
574,6.47,31.91,24.96,245.18,Corn,126.45,4.58,9.930380291303548,51.12
575,6.47,44.85,32.03,119.75,Soybean,180.8,5.51,4.512582944647177,75.05
576,6.52,36.62,30.1,191.93,Wheat,193.9,18.36,3.088812841418972,49.85
577,7.29,35.54,33.51,225.03,Corn,154.3,18.22,1.7012509877789743,44.77
578,7.15,35.03,22.13,84.2,Corn,105.01,10.03,2.6120927113533483,89.37
579,5.97,21.26,17.04,216.56,Corn,177.65,17.68,9.954585806253943,68.56
580,6.57,33.02,22.69,61.13,Corn,195.94,3.71,7.32534239987685,93.1
581,6.97,26.85,28.63,239.4,Rice,182.01,9.45,8.117101168795108,54.79
582,7.18,26.55,28.48,97.66,Soybean,132.15,8.52,8.098697962883938,36.33
583,7.34,32.75,31.43,295.87,Corn,149.05,19.94,7.685295904996106,20.48
584,6.37,26.3,25.09,192.1,Rice,81.89,3.15,5.09425683487457,12.46
585,6.48,44.22,29.57,158.11,Soybean,117.51,19.66,3.890449140495951,75.35
586,6.75,49.58,26.91,139.17,Soybean,74.89,17.95,4.301375833299701,28.27
587,5.98,35.56,16.63,65.71,Corn,78.06,16.75,9.525076568634308,4.56
588,7.0,48.24,15.73,274.21,Corn,50.71,4.91,2.7488230343931006,60.81
589,6.99,36.92,29.3,162.24,Soybean,114.07,1.08,5.41288734871291,32.92
590,6.3,16.31,25.07,271.87,Wheat,198.4,8.77,9.668537955534974,11.36
591,7.02,31.13,22.08,66.1,Soybean,61.87,2.75,6.2031497860875975,36.54
592,5.98,13.75,24.13,291.12,Corn,72.14,13.71,8.955872279455754,51.48
593,6.91,35.46,16.07,284.81,Corn,185.87,8.23,4.930057344998771,12.83
594,5.77,42.74,29.96,150.48,Soybean,158.39,1.54,8.774674358666896,33.92
595,5.52,34.68,16.29,83.72,Corn,120.39,9.49,4.3336915856476015,59.08
596,6.61,18.11,23.35,58.98,Rice,74.59,1.16,3.4513479085743093,79.24
597,6.23,23.35,21.12,86.81,Wheat,167.87,18.18,7.591843978980283,53.57
598,6.05,35.48,34.72,243.2,Wheat,126.4,18.99,4.778562028558325,57.34
599,5.85,21.12,25.77,185.48,Rice,130.79,9.07,8.170195337298477,79.85
600,6.95,16.44,22.5,167.68,Wheat,77.51,9.84,5.636453758496594,92.8
601,6.87,28.83,16.17,231.58,Soybean,142.13,11.56,4.968632822131696,26.62
602,6.84,22.86,25.01,243.22,Rice,126.16,8.11,9.08366496106208,86.34
603,6.35,33.48,26.04,58.99,Soybean,54.98,6.49,6.446217312513581,42.78
604,6.72,15.57,31.31,175.51,Corn,126.81,15.54,2.3123273135315925,9.46
605,7.27,31.61,34.75,236.89,Rice,105.64,12.08,6.750005838659161,77.43
606,5.66,48.88,27.79,297.13,Rice,107.19,4.55,7.1127584363805205,74.32
607,7.14,45.43,24.8,260.11,Soybean,62.35,16.25,7.133524887149078,74.9
608,5.55,27.6,20.8,184.01,Rice,103.18,12.98,7.102700932744581,4.12
609,5.99,17.6,24.57,139.25,Wheat,150.39,12.85,6.894760808545311,95.92
610,7.46,32.05,24.01,69.48,Rice,159.76,3.89,1.5018982259039386,81.75
611,6.09,37.97,19.78,127.21,Rice,78.65,11.28,4.152572573585502,23.08
612,6.93,39.36,15.9,195.79,Soybean,71.17,11.48,1.811369616863737,14.74
613,6.52,41.95,20.84,243.16,Corn,58.39,2.93,2.3649640000596137,76.1
614,5.58,30.06,22.63,269.22,Corn,141.32,4.9,1.124026228458629,62.67
615,7.47,30.48,34.22,137.63,Rice,160.48,14.57,1.2756224304838204,5.39
616,7.28,49.0,27.71,93.31,Corn,87.59,5.34,2.699487387835637,37.33
617,6.74,11.32,26.09,230.04,Wheat,171.74,1.31,7.334846211653231,58.99
618,6.4,30.4,34.34,51.72,Soybean,88.21,4.85,5.132199352344319,41.41
619,7.33,32.83,15.43,282.77,Rice,198.44,13.57,5.021928232584361,96.79
620,6.83,15.12,29.09,207.1,Soybean,52.79,6.04,2.883706452628716,27.01
621,6.39,32.64,27.13,135.12,Rice,73.96,6.87,4.295955245201148,71.62
622,6.23,16.43,19.37,202.06,Wheat,126.42,16.74,6.875931720362838,78.77
623,7.22,16.84,29.8,162.93,Rice,82.98,8.82,7.88476159304347,89.83
624,6.3,33.27,17.38,230.92,Wheat,158.38,19.09,9.278909163851036,5.5
625,7.05,25.58,25.51,91.17,Rice,179.02,15.25,3.322922101945996,3.11
626,6.35,39.18,17.77,295.82,Wheat,62.06,1.76,6.810579738266063,21.32
627,6.65,28.52,22.04,279.39,Rice,160.94,14.3,1.2622162800528378,56.47
628,5.89,30.68,23.92,291.8,Soybean,77.34,6.89,6.222580114029266,56.34
629,5.59,24.9,34.49,107.02,Soybean,167.99,14.11,7.941242121111078,72.79
630,7.35,14.64,23.27,106.59,Corn,63.98,12.45,7.658642664449316,60.0
631,7.07,19.39,16.55,101.68,Corn,107.2,3.95,3.42687199833032,21.32
632,7.38,10.11,25.61,197.56,Wheat,179.5,16.27,3.9566984203180353,54.56
633,5.99,30.7,23.87,287.5,Soybean,128.37,8.12,2.859708878348742,8.64
634,7.16,15.18,16.25,185.89,Corn,89.13,2.31,8.082911376234055,4.22
635,6.12,19.6,32.82,164.19,Soybean,168.12,7.07,6.395436128425416,6.41
636,6.36,24.34,18.15,257.77,Soybean,74.04,18.73,3.397301211294839,50.01
637,5.64,29.34,29.58,58.14,Rice,103.37,15.44,3.992792534376016,51.97
638,5.92,45.58,22.01,274.04,Rice,143.87,11.29,5.344168304079562,62.51
639,5.53,29.21,30.62,246.6,Wheat,119.84,10.02,1.8878280983933449,64.46
640,5.96,36.65,17.68,73.13,Soybean,176.01,2.64,6.788883351066927,84.13
641,6.64,41.7,24.19,207.4,Corn,129.41,1.93,3.112277700184447,95.0
642,7.36,14.44,30.71,71.54,Soybean,105.6,8.02,7.56687141628289,37.35
643,5.55,25.24,28.23,59.31,Wheat,138.04,15.32,6.000164700987926,11.67
644,6.93,33.45,31.31,213.54,Corn,50.19,4.85,4.871297032421231,11.64
645,7.16,20.84,34.35,149.21,Soybean,190.16,9.36,1.2505547184561523,86.32
646,5.55,15.77,33.83,56.65,Corn,134.09,2.29,5.069721486358356,48.11
647,6.87,34.53,23.24,225.8,Wheat,79.51,8.02,6.854224153072756,64.51
648,5.86,44.57,28.56,104.66,Soybean,158.9,6.36,1.87658623235773,14.22
